LOG1;DATA_HORA
R.JOSE DE ALENCAR;20091112 19:34
AV.BALTAZAR.DE OLIVEIRA GARCIA;20091112 19:40
AV.CEL APARICIO BORGES;20091112 20:00
R.VOLUNTARIOS DA PATRIA;20091112 21:00
AV.FARRAPOS;20091112 21:00
AV.DA CAVALHADA;20091112 21:45
AV.DA CAVALHADA;20091112 22:00
R.DR.JOAO INACIO;20091112 22:40
AV.IPIRANGA;20091112 23:15
R.PEDRO IVO;20091112 23:30
AV.BENTO GONCALVES;20091112 23:34
R.QUINTINO BOCAIUVA;20091113 00:25
R.SARMENTO LEITE;20091113 02:30
AV.PLINIO BRASIL MILANO;20091113 03:00
AV.ASSIS BRASIL;20091113 06:50
R.ANITA GARIBALDI;20091113 07:00
AV.ASSIS CHATEAUBRIAND;20091113 07:25
ESTR.GEDEON LEITE;20091113 07:30
AV.SERTORIO;20091113 07:30
R.ELIZIO ABATE CRIVELLA;20091113 07:40
AV.BORGES DE MEDEIROS;20091113 07:50
R.DR.TIMOTEO;20091113 07:50
AV.BENTO GONCALVES;20091113 08:15
AV.PROF OSCAR.PEREIRA;20091113 08:40
AV.JULIO DE CASTILHOS;20091113 09:13
R.WASHINGTON LUIZ;20091113 09:15
R.DONA ADDA MASCARENHAS DE MORAES;20091113 09:50
R.ERECHIM;20091113 10:10
AV.BRINO;20091113 10:15
AV.NONOAI;20091113 10:30
R.TEN ARY TARRAGO;20091113 10:30
AV.SERTORIO;20091113 10:30
ESTR.JOAO PASSUELO;20091113 10:45
AV.GANZO;20091113 10:45
AV.FARRAPOS;20091113 10:50
AV.PORTO ALEGRE;20091113 11:26
AV.PROF OSCAR.PEREIRA;20091113 11:30
ESTR.COSTA GAMA;20091113 11:45
AV.ENG FREDERICO DAHNE;20091113 12:15
AV.PRINCESA ISABEL;20091113 12:30
AV.PLINIO BRASIL MILANO;20091113 12:30
AV.ASSIS BRASIL;20091113 12:30
AV.AURELIANO DE FIGUEIREDO PINTO;20091113 13:00
AV.IPIRANGA;20091113 13:45
AV.ASSIS BRASIL;20091113 14:00
AV.CEL GASTAO HASLOCHER.MAZERON;20091113 14:25
AV.LOUREIRO DA SILVA;20091113 14:30
AV.BALTAZAR.DE OLIVEIRA GARCIA;20091113 14:50
AL TRES DE OUTUBRO;20091113 15:25
R.SARMENTO LEITE;20091113 15:30
R.DR.SEBASTIAO LEAO;20091113 15:35
R.JOSE DE ALENCAR;20091113 15:43
AV.DR.CARLOS BARBOSA;20091113 15:45
AV.JOAO PESSOA;20091113 15:45
R.EUDORO BERLINK;20091113 15:45
R.MARIANO DE MATOS;20091113 16:01
AV.ASSIS BRASIL;20091113 16:10
R.SANTANA;20091113 16:25
R.TITO LIVIO ZAMBECARI;20091113 16:30
AV.SERTORIO;20091113 16:30
AV.FARRAPOS;20091113 16:50
R.OSCAR.SCHNEIDER;20091113 16:50
R.SAO LUIZ;20091113 16:55
AV.BRASIL;20091113 16:55
R.VICENTE DA FONTOURA;20091113 17:00
AV.DA CAVALHADA;20091113 17:06
AV.FRANCISCO PETUCO;20091113 17:14
R.DR.ARMANDO BARBEDO;20091113 17:20
AV.IPIRANGA;20091113 17:20
AV.ERNESTO NEUGEBAUER;20091113 17:40
AV.PANAMERICANA;20091113 17:50
AV.AUGUSTO DE CARVALHO;20091113 18:00
R.SIQUEIRA CAMPOS;20091113 18:07
AV.DAS INDUSTRIAS;20091113 18:15
R.HEITOR.MANGANELLI;20091113 18:24
AV.AUGUSTO MEYER;20091113 18:25
AV.GUAIBA;20091113 18:40
AV.SERAFIM MACHADO;20091113 18:40
R.CEL GENUINO;20091113 18:48
ESTR.JOAO DE OLIVEIRA REMIAO;20091113 18:50
AV.INDEPENDENCIA;20091113 18:55
AV.ASSIS BRASIL;20091113 19:10
AV.PERNAMBUCO;20091113 19:20
AV.ASSIS BRASIL;20091113 20:15
ESTR.JOAO SALOMONI;20091113 20:30
AV.MANOEL ELIAS;20091113 21:00
R.DUQUE DE CAXIAS;20091113 21:30
AV.IPIRANGA;20091113 22:00
AV.SERTORIO;20091113 22:05
R.DR.AFFONSO SANMARTIN;20091113 22:15
AV.PROF OSCAR.PEREIRA;20091113 22:20
AV.OSVALDO ARANHA;20091113 23:10
AV.PROF OSCAR.PEREIRA;20091113 23:20
AV.BALTAZAR.DE OLIVEIRA GARCIA;20091113 23:40
R.VICENTE DA FONTOURA;20091114 00:45
R.GEN LIMA E SILVA;20091114 02:10
R.RIACHUELO;20091114 02:20
AV.PLINIO BRASIL MILANO;20091114 03:15
AV.IPIRANGA;20091114 04:00
AV.VICENTE MONTEGGIA;20091114 04:20
AV.AUGUSTO DE CARVALHO;20091114 05:00
R.CEL BORDINI;20091114 05:10
AV.CRISTOVAO COLOMBO;20091114 05:20
AV.ASSIS BRASIL;20091114 05:30
R.DOM PEDRO II;20091114 06:35
AV.EDGAR.PIRES DE CASTRO;20091114 06:55
AV.BALTAZAR.DE OLIVEIRA GARCIA;20091114 07:50
AV.PROTASIO ALVES;20091114 08:11
AV.BENTO GONCALVES;20091114 09:00
R.RAMIRO BARCELOS;20091114 10:15
PCA GARIBALDI;20091114 10:30
AV.BENTO GONCALVES;20091114 11:50
R.GEN JOAO DE DEUS MARTINS;20091114 12:05
R.DR.BARROS CASSAL;20091114 12:50
R.CRUZ JOBIM;20091114 12:50
AV.ASSIS BRASIL;20091114 13:00
AV.BALTAZAR.DE OLIVEIRA GARCIA;20091114 13:00
AV.INDEPENDENCIA;20091114 13:40
AV.VENANCIO AIRES;20091114 13:45
R.VINTE QUATRO DE OUTUBRO;20091114 13:50
AV.DA CAVALHADA;20091114 14:10
AV.JOAO PESSOA;20091114 14:25
R.NOSSA SENHORA APARECIDA;20091114 14:30
AV.DELEGADO ELY CORREA PRADO;20091114 14:30
AV.IPIRANGA;20091114 17:00
R.ARTIGAS;20091114 17:50
AV.OSVALDO ARANHA;20091114 18:15
AV.IPIRANGA;20091114 18:15
R.PRIMEIRO DE MARCO;20091114 19:00
AV.BALTAZAR.DE OLIVEIRA GARCIA;20091114 20:00
ESTR.COSTA GAMA;20091114 20:10
TRAV.ALEXANDRINO DE ALENCAR;20091114 20:15
AV.CRISTOVAO COLOMBO;20091114 20:30
AV.BENTO GONCALVES;20091114 20:40
AV.GETULIO VARGAS;20091114 21:00
AV.FRANCISCO SILVEIRA BITENCOURT;20091114 22:10
AV.SENADOR.TARSO DUTRA;20091114 23:00
R.GEN BENTO MARTINS;20091114 23:30
AV.FABIO ARAUJO SANTOS;20091114 23:50
AV.IPIRANGA;20091115 03:00
AV.INDEPENDENCIA;20091115 03:38
R.CEL TIMOTEO;20091115 04:15
AV.PADRE CACIQUE;20091115 04:35
R.JOAO ALFREDO;20091115 06:30
AV.ALBERTO BINS;20091115 06:30
R.FERREIRA VIANA;20091115 06:45
R.IRMAO JOSE OTAO;20091115 07:10
AV.CEL APARICIO BORGES;20091115 10:20
AV.LOUREIRO DA SILVA;20091115 12:38
R.DONA LEOPOLDINA;20091115 12:55
R.MARIANTE;20091115 13:00
R.DA CONCEICAO;20091115 13:10
R.VINTE QUATRO DE OUTUBRO;20091115 13:20
AV.MAUA;20091115 13:45
ESTR.JOAO PASSUELO;20091115 15:20
R.FELIX DA CUNHA;20091115 16:10
R.DONA MALVINA;20091115 16:20
R.LEOPOLDINO J SANTOS;20091115 17:40
AV.DA CAVALHADA;20091115 18:00
AV.BORGES DE MEDEIROS;20091115 18:10
R.JOSE DO PATROCINIO;20091115 19:25
R.JOSE DE ALENCAR;20091115 19:30
AV.PLINIO BRASIL MILANO;20091115 19:45
AV.FRANCISCO PETUCO;20091115 19:50
AV.IPIRANGA;20091115 20:40
AV.SERTORIO;20091115 22:00
AV.IPIRANGA;20091115 22:05
R.GARIBALDI;20091115 22:15
AV.DA AZENHA;20091115 22:19
R.SIQUEIRA CAMPOS;20091115 23:40
AV.CRISTOVAO COLOMBO;20091115 23:40
AV.IPIRANGA;20091115 23:45
AV.ASSIS BRASIL;20091116 05:00
R.SOUZA REIS;20091116 06:32
R.URUGUAI;20091116 07:30
R.GASPAR.DE LEMOS;20091116 07:45
AV.PROTASIO ALVES;20091116 08:00
AV.SERTORIO;20091116 08:00
AV.INDEPENDENCIA;20091116 08:05
AV.ANTONIO CARVALHO;20091116 08:35
AV.JOSE BONIFACIO;20091116 08:45
AV.PLINIO BRASIL MILANO;20091116 08:53
R.ECA DE QUEIROZ;20091116 09:00
R.ALBERTO RANGEL;20091116 09:30
AV.PRINCESA ISABEL;20091116 10:07
AV.INDEPENDENCIA;20091116 10:15
AV.GETULIO VARGAS;20091116 11:00
R.ALVARES CABRAL;20091116 11:10
R.OTAVIO FRANCISCO CARUSO DA ROCHA;20091116 11:25
R.CEL FERNANDO MACHADO;20091116 11:34
R.JOSE DE ALENCAR;20091116 11:35
AV.INDEPENDENCIA;20091116 11:35
R.JARY;20091116 12:00
AV.FRANCA;20091116 12:10
AV.GRECIA;20091116 12:20
AV.ANTONIO CARVALHO;20091116 12:25
AV.AUGUSTO DE CARVALHO;20091116 12:50
R.DR.SALVADOR.FRANCA;20091116 13:05
AV.BENJAMIN CONSTANT;20091116 13:25
R.SAO NICOLAU;20091116 14:00
AV.ASSIS BRASIL;20091116 14:00
AV.PRESIDENTE CASTELO BRANCO;20091116 14:10
R.GEN BENTO MARTINS;20091116 14:38
AV.SERTORIO;20091116 14:50
AV.SERTORIO;20091116 15:00
AV.DOM CLAUDIO JOSE GONCALVES P LEAO;20091116 15:00
R.DEZOITO DE NOVEMBRO;20091116 15:05
R.DOS MAIAS;20091116 15:10
R.GEN NETO;20091116 15:15
R.FILIPINAS;20091116 15:30
AV.SERTORIO;20091116 15:40
AV.OSVALDO ARANHA;20091116 15:48
AV.DO FORTE;20091116 15:50
AV.PLINIO BRASIL MILANO;20091116 16:00
PCA RUI BARBOSA;20091116 16:15
R.DOM PEDRO II;20091116 16:30
AV.PROTASIO ALVES;20091116 16:45
AV.EDVALDO PEREIRA PAIVA;20091116 16:46
R.GEN NETO;20091116 16:50
AV.DA CAVALHADA;20091116 17:00
AV.GOETHE;20091116 17:20
AV.SERTORIO;20091116 17:20
R.DONA PAULINA;20091116 17:30
R.CATAO COELHO;20091116 17:30
AV.IPIRANGA;20091116 17:35
AV.WENCESLAU ESCOBAR;20091116 17:40
AV.NONOAI;20091116 17:55
AV.A J RENNER;20091116 17:55
AV.ALBERTO BINS;20091116 18:00
AV.PROTASIO ALVES;20091116 18:05
AV.BENTO GONCALVES;20091116 18:10
AV.PROTASIO ALVES;20091116 18:10
R.VOLUNTARIOS DA PATRIA;20091116 18:10
R.QUINTINO BOCAIUVA;20091116 18:20
AV.CEARA;20091116 18:20
AV.DANTE ANGELO PILLA;20091116 18:20
R.DEMETRIO RIBEIRO;20091116 18:40
R.DONA LAURA;20091116 18:45
AV.IPIRANGA;20091116 19:20
AV.LOUREIRO DA SILVA;20091116 19:20
AV.PROTASIO ALVES;20091116 19:40
AV.CRISTOVAO COLOMBO;20091116 20:00
AV.IPIRANGA;20091116 20:30
AV.ASSIS BRASIL;20091116 21:20
AV.SATURNINO DE BRITO;20091116 21:41
AV.IJUI;20091116 22:10
R.DONA TEODORA;20091116 22:35
AV.BENTO GONCALVES;20091116 22:55
AV.CINCO DE NOVEMBRO;20091116 23:50
R.CAIRU;20091117 01:00
AV.FARRAPOS;20091117 05:30
AV.ASSIS BRASIL;20091117 05:30
AV.JOAO PESSOA;20091117 07:15
AV.CEARA;20091117 07:20
AV.CRISTOVAO COLOMBO;20091117 07:45
AV.EDGAR.PIRES DE CASTRO;20091117 07:50
R.DR.PEREIRA NETO;20091117 07:50
AV.JUCA BATISTA;20091117 08:00
R.SANTOS DUMONT;20091117 08:00
AV.PADRE CACIQUE;20091117 08:15
R.MARQUES DO POMBAL;20091117 08:15
R.REGENTE;20091117 08:30
R.FREDERICO MENTZ;20091117 08:30
AV.PROF OSCAR.PEREIRA;20091117 08:40
AV.PLINIO BRASIL MILANO;20091117 08:42
AV.GUADALUPE;20091117 09:00
AV.BENTO GONCALVES;20091117 09:25
AV.FRANCISCO SILVEIRA BITENCOURT;20091117 09:30
AV.IPIRANGA;20091117 09:58
R.SARMENTO LEITE;20091117 10:00
R.SANTOS NETO;20091117 10:00
AV.PRESIDENTE CASTELO BRANCO;20091117 10:20
AV.TAQUARA;20091117 10:30
AV.CEL MARCOS;20091117 10:50
AV.ASSIS BRASIL;20091117 11:00
AV.SEVERO DULLIUS;20091117 11:05
AV.ALBERTO BINS;20091117 11:20
AV.CEARA;20091117 11:20
AV.IPIRANGA;20091117 11:25
AV.ASSIS BRASIL;20091117 12:10
AV.MAUA;20091117 12:30
AV.PROTASIO ALVES;20091117 12:35
AV.BERNARDINO SILVEIRA DE AMORIM;20091117 13:10
AV.BENTO GONCALVES;20091117 13:25
R.DOM LUIZ GUANELLA;20091117 13:30
AV.ASSIS BRASIL;20091117 13:30
AV.CRISTOVAO COLOMBO;20091117 14:05
R.AUGUSTO PESTANA;20091117 14:10
R.GUADALAJARA;20091117 14:10
AV.EDVALDO PEREIRA PAIVA;20091117 14:15
R.MARCO POLO;20091117 14:30
R.ARTUR.ROCHA;20091117 14:40
AV.BELEM;20091117 14:45
AV.PRESIDENTE FRANKLIN ROOSEVELT;20091117 15:00
R.PADRE DIOGO FEIJO;20091117 15:00
AV.DR.NILO PECANHA;20091117 15:10
AV.DA CAVALHADA;20091117 15:46
AV.OTTO NIEMEYER;20091117 16:10
AV.IPIRANGA;20091117 16:10
R.DONA LAURA;20091117 16:20
AV.SATURNINO DE BRITO;20091117 16:30
R.TEN ALPOIM;20091117 16:40
AV.MANOEL ELIAS;20091117 16:45
AV.CEARA;20091117 16:45
AV.VICENTE MONTEGGIA;20091117 17:00
AV.ERNESTO NEUGEBAUER;20091117 17:10
AV.IPIRANGA;20091117 17:20
R.PROF JOAO DE SOUZA RIBEIRO;20091117 17:30
AV.PROTASIO ALVES;20091117 17:45
R.DR.BARROS CASSAL;20091117 18:00
AV.BENTO GONCALVES;20091117 18:00
R.DONA MARGARIDA;20091117 18:00
R.ENG JOAO LUDERITZ;20091117 18:05
AV.SERTORIO;20091117 18:10
AV.JUCA BATISTA;20091117 18:15
AV.CRISTOVAO COLOMBO;20091117 18:30
AV.ASSIS BRASIL;20091117 18:45
AV.BORGES DE MEDEIROS;20091117 19:00
AV.FRANCISCO SILVEIRA BITENCOURT;20091117 19:30
AV.PROTASIO ALVES;20091117 19:35
R.VICENTE FAILACE;20091117 19:40
R.JOSE DE ALENCAR;20091117 19:40
R.JOAO GUIMARAES;20091117 19:40
AV.MATHILDE TREIN RENNER;20091117 21:30
AV.BRASIL;20091117 22:10
R.ORFANOTROFIO;20091117 22:35
R.ANTONIO PELLIN;20091118 00:05
AV.GOMES DE CARVALHO;20091118 00:45
AV.VICENTE MONTEGGIA;20091118 01:50
R.ALMIRANTE TAMANDARE;20091118 02:00
AV.BALTAZAR.DE OLIVEIRA GARCIA;20091118 03:27
BC DA TAQUARA;20091118 06:30
ESTR.JOAO ANTONIO SILVEIRA;20091118 07:30
R.DA CONCEICAO;20091118 08:00
R.PEDRO CHAVES BARCELOS;20091118 08:05
R.CAIRU;20091118 08:05
R.RAMIRO BARCELOS;20091118 08:15
AV.IPIRANGA;20091118 08:19
AV.TERESOPOLIS;20091118 08:20
AV.ASSIS BRASIL;20091118 08:45
R.RIACHUELO;20091118 08:50
R.IBICUI;20091118 09:00
R.VOLUNTARIOS DA PATRIA;20091118 09:10
AV.CRISTOVAO COLOMBO;20091118 09:20
R.ALCIDES DE OLIVEIRA GOMES;20091118 09:45
AV.DR.NILO PECANHA;20091118 10:15
R.JOAO CAETANO;20091118 10:40
AV.JERONIMO DE ORNELAS;20091118 10:50
R.CASEMIRO DE ABREU;20091118 11:00
AV.FARRAPOS;20091118 11:10
AV.DA CAVALHADA;20091118 11:35
R.JOSE DE ALENCAR;20091118 11:45
AV.ENG ARY DE ABREU LIMA;20091118 11:50
AV.FRANCISCO SILVEIRA BITENCOURT;20091118 12:00
R.MARQUES DO POMBAL;20091118 12:10
R.SILVA SO;20091118 12:25
ESTR.GEDEON LEITE;20091118 12:57
R.VOLUNTARIOS DA PATRIA;20091118 13:40
R.SIQUEIRA CAMPOS;20091118 14:00
R.BOTAFOGO;20091118 14:10
AV.BORGES DE MEDEIROS;20091118 14:45
R.PINTO BANDEIRA;20091118 15:00
R.GEN NETO;20091118 15:00
R.ENG SADI CASTRO;20091118 15:10
AV.ASSIS BRASIL;20091118 15:15
AV.IPIRANGA;20091118 15:20
AV.DA CAVALHADA;20091118 15:25
AV.MAUA;20091118 15:27
R.DONA LAURA;20091118 15:35
AV.INDEPENDENCIA;20091118 15:40
R.MARIANTE;20091118 15:50
AV.BORGES DE MEDEIROS;20091118 15:55
R.PEDRO IVO;20091118 16:00
R.ENG SADI CASTRO;20091118 16:30
R.DR.BARROS CASSAL;20091118 16:42
AV.PANAMERICANA;20091118 17:25
AV.PROF OSCAR.PEREIRA;20091118 17:45
AV.IPIRANGA;20091118 18:05
R.MANOEL VITORINO;20091118 18:15
PCA DOM FELICIANO;20091118 18:20
AV.TERESOPOLIS;20091118 18:20
AV.PROTASIO ALVES;20091118 18:20
AV.SERTORIO;20091118 18:25
AV.ANTONIO CARVALHO;20091118 18:30
AV.TERESOPOLIS;20091118 18:50
AV.ASSIS BRASIL;20091118 18:50
AV.MARTINS BASTOS;20091118 19:20
AV.PROTASIO ALVES;20091118 21:25
R.SAO LUIZ;20091118 22:00
R.GEN NETO;20091118 22:05
AV.ANTONIO CARVALHO;20091118 22:40
AV.BORGES DE MEDEIROS;20091118 23:05
R.BARAO DO GUAIBA;20091119 00:35
R.DR.JOAO INACIO;20091119 00:40
AV.CARLOS GOMES;20091119 02:26
AV.INDEPENDENCIA;20091119 05:40
AV.ASSIS BRASIL;20091119 07:20
R.CARLOS VON KOSERITZ;20091119 07:30
AV.ASSIS BRASIL;20091119 08:08
AV.DOM CLAUDIO JOSE GONCALVES P LEAO;20091119 08:15
AV.BENTO GONCALVES;20091119 08:25
R.CEL JOAO PINTO;20091119 09:18
R.SAO LUIZ;20091119 09:30
AV.SERTORIO;20091119 09:40
AV.IPIRANGA;20091119 09:50
R.RIACHUELO;20091119 10:06
AV.MANOEL ELIAS;20091119 10:30
AV.SERTORIO;20091119 10:45
AV.ASSIS BRASIL;20091119 11:00
AV.IPIRANGA;20091119 11:20
AV.ERICO VERISSIMO;20091119 12:05
AV.PROF OSCAR.PEREIRA;20091119 12:05
AV.BENTO GONCALVES;20091119 12:10
AV.FERNANDO FERRARI;20091119 12:15
AV.INDEPENDENCIA;20091119 12:20
AV.NONOAI;20091119 12:50
AV.IPIRANGA;20091119 13:05
AV.BORGES DE MEDEIROS;20091119 13:15
AV.BORGES DE MEDEIROS;20091119 13:45
R.AFONSO ALVARES;20091119 14:55
AV.IPIRANGA;20091119 15:45
R.VINTE QUATRO DE OUTUBRO;20091119 16:17
AV.BORGES DE MEDEIROS;20091119 16:35
AV.BRASIL;20091119 16:54
R.SILVEIRO;20091119 18:20
AV.BENTO GONCALVES;20091119 20:00
R.JOAO CAETANO;20091119 20:55
R.CEL MASSOT;20091119 21:40
AV.BENTO GONCALVES;20091120 00:15
R.GEN LIMA E SILVA;20091120 02:10
AV.IPIRANGA;20091120 03:05
AV.EDUARDO PRADO;20091120 04:40
R.ANITA GARIBALDI;20091120 08:10
R.LUIZ VOELCKER;20091120 08:20
AV.SAO PEDRO;20091120 08:20
R.ZEFERINO DIAS;20091120 08:20
AV.PROF OSCAR.PEREIRA;20091120 08:30
AV.LOUREIRO DA SILVA;20091120 09:00
R.PROF ANNES DIAS;20091120 09:00
R.RAMIRO BARCELOS;20091120 09:00
AV.BORGES DE MEDEIROS;20091120 09:30
R.SERAFIM ALENCASTRO;20091120 09:30
AV.IPIRANGA;20091120 10:00
R.PROF FREITAS E CASTRO;20091120 10:00
AV.FARRAPOS;20091120 10:00
AV.PRINCESA ISABEL;20091120 10:30
PCA JAYME TELLES;20091120 10:30
AV.SERTORIO;20091120 10:35
R.EUDORO BERLINK;20091120 10:50
R.JOSE DE ALENCAR;20091120 11:15
R.JOAO GUIMARAES;20091120 11:15
R.CAIRU;20091120 12:15
R.SIQUEIRA CAMPOS;20091120 12:17
AV.PRAIA DE BELAS;20091120 12:30
AV.IPIRANGA;20091120 12:35
R.DR.CARLOS MARIA BINS;20091120 12:40
AV.OTTO NIEMEYER;20091120 13:30
R.SAO FRANCISCO;20091120 13:30
AV.PARA;20091120 13:30
AV.BENTO GONCALVES;20091120 14:00
AV.ANTONIO CARVALHO;20091120 14:00
AV.PROF OSCAR.PEREIRA;20091120 14:10
R.ITABORAI;20091120 14:14
AV.TORQUATO SEVERO;20091120 14:30
AV.ASSIS BRASIL;20091120 14:40
AV.CARLOS GOMES;20091120 14:45
AV.VENANCIO AIRES;20091120 14:50
AV.JOAO FERREIRA JARDIM;20091120 15:10
AV.ASSIS BRASIL;20091120 15:15
AV.ARLINDO PASQUALINI;20091120 15:30
R.MARCONE;20091120 15:30
AV.NONOAI;20091120 15:40
AV.EDVALDO PEREIRA PAIVA;20091120 17:10
AV.MAUA;20091120 17:16
AV.ASSIS BRASIL;20091120 17:25
AV.DR.NILO PECANHA;20091120 17:45
AV.CARLOS GOMES;20091120 17:50
AV.SAO PEDRO;20091120 17:50
R.SAO MANOEL;20091120 18:08
AV.BORGES DE MEDEIROS;20091120 18:15
AV.SERTORIO;20091120 18:15
AV.FARRAPOS;20091120 18:30
AV.SERTORIO;20091120 18:30
AV.PROTASIO ALVES;20091120 18:40
AV.FARRAPOS;20091120 18:40
R.GUILHERME SCHELL;20091120 18:50
AV.ALBERTO BINS;20091120 19:00
R.PASSO DA PATRIA;20091120 19:08
AV.PROTASIO ALVES;20091120 19:30
AV.PLINIO BRASIL MILANO;20091120 19:54
AV.BRASIL;20091120 20:00
AV.ASSIS BRASIL;20091120 20:05
R.MARIA LUIZA PERES;20091120 21:10
R.VOLUNTARIOS DA PATRIA;20091120 22:30
AV.BENTO GONCALVES;20091120 22:35
R.SOUZA REIS;20091120 22:40
AV.SATURNINO DE BRITO;20091120 23:15
AV.BALTAZAR.DE OLIVEIRA GARCIA;20091121 00:35
R.UMBU;20091121 01:00
AV.PROTASIO ALVES;20091121 02:30
AV.VENANCIO AIRES;20091121 04:30
AV.SERTORIO;20091121 05:34
AV.CARLOS GOMES;20091121 05:45
R.DR.SEBASTIAO LEAO;20091121 06:15
AV.ASSIS BRASIL;20091121 06:15
AV.FARRAPOS;20091121 06:24
AV.PROTASIO ALVES;20091121 06:45
R.BARAO DO COTEGIPE;20091121 07:17
AV.PROTASIO ALVES;20091121 07:30
AV.PRESIDENTE CASTELO BRANCO;20091121 08:00
AV.PROF OSCAR.PEREIRA;20091121 08:20
AV.CARLOS GOMES;20091121 08:20
R.JOAO GUIMARAES;20091121 08:30
AV.CRISTOVAO COLOMBO;20091121 09:35
AV.BENJAMIN CONSTANT;20091121 09:40
AV.SERTORIO;20091121 09:43
R.AMERICO VESPUCIO;20091121 09:45
R.DR.CAMPOS VELHO;20091121 10:00
AV.TERESOPOLIS;20091121 10:00
R.CARLOS HUBER;20091121 10:05
R.DONA LEONOR;20091121 10:10
R.ROQUE CALAGE;20091121 10:15
ESTR.JOAO DE OLIVEIRA REMIAO;20091121 10:35
AV.BORGES DE MEDEIROS;20091121 10:40
AV.PEREIRA PASSOS;20091121 11:30
AV.SERTORIO;20091121 11:40
R.JOSE DE ALENCAR;20091121 12:00
R.RAMIRO BARCELOS;20091121 12:00
AV.SERTORIO;20091121 12:20
AV.BRASILIA;20091121 12:50
AV.BENTO GONCALVES;20091121 13:25
R.LIBERAL;20091121 13:50
R.JOSE MAURICIO;20091121 13:50
AV.OSVALDO ARANHA;20091121 14:00
AV.KARL IWERS;20091121 15:30
AV.PROTASIO ALVES;20091121 16:00
AV.CHUI;20091121 16:10
AV.ASSIS BRASIL;20091121 16:30
AV.IPIRANGA;20091121 17:00
AV.GEN RAPHAEL ZIPPIN;20091121 17:00
AV.FARRAPOS;20091121 17:01
R.DOS TAPES;20091121 17:10
AV.IPIRANGA;20091121 17:10
AV.CHUI;20091121 17:36
AV.JOAO WALLIG;20091121 18:05
R.ALBERTO SILVA;20091121 18:10
AV.DR.NILO PECANHA;20091121 18:45
AV.EDGAR.PIRES DE CASTRO;20091121 19:00
R.BARBEDO;20091121 20:00
AV.JUCA BATISTA;20091121 21:00
AV.BENTO GONCALVES;20091121 22:00
AV.PROTASIO ALVES;20091121 22:40
AV.PROF OSCAR.PEREIRA;20091121 22:50
AV.CEL APARICIO BORGES;20091121 23:00
AV.ASSIS BRASIL;20091121 23:12
AV.RIO SAO GONCALO;20091121 23:45
R.GEN VASCO ALVES;20091122 00:50
AV.BENTO GONCALVES;20091122 01:00
R.DONA TEODORA;20091122 01:35
AV.BALTAZAR.DE OLIVEIRA GARCIA;20091122 01:50
R.BARAO DO COTEGIPE;20091122 02:30
AV.NONOAI;20091122 03:00
R.DEA COUFAL;20091122 03:20
R.GEN LIMA E SILVA;20091122 03:30
AV.IPIRANGA;20091122 03:30
AV.FARRAPOS;20091122 03:50
AV.SERTORIO;20091122 04:30
R.CEL FERNANDO MACHADO;20091122 04:40
AV.FARRAPOS;20091122 05:00
AV.DA AZENHA;20091122 05:20
AV.PLINIO BRASIL MILANO;20091122 05:25
AV.SERTORIO;20091122 06:00
R.PROF ALVARO ALVIM;20091122 06:40
R.CARLOS VON KOSERITZ;20091122 06:40
AV.BORGES DE MEDEIROS;20091122 08:00
AV.BALTAZAR.DE OLIVEIRA GARCIA;20091122 08:00
R.CASTRO ALVES;20091122 11:00
AV.FARRAPOS;20091122 12:28
AV.TOLEDO PIZA;20091122 13:30
R.AFONSO PENA;20091122 13:35
AV.ICARAI;20091122 13:50
AV.SOUZA MELO;20091122 14:10
AV.CARLOS GOMES;20091122 17:20
R.RAMIRO BARCELOS;20091122 17:30
R.GEN VASCO ALVES;20091122 17:45
AV.BENTO GONCALVES;20091122 18:00
R.GEN SOUZA DOCA;20091122 18:20
AV.JOAO PESSOA;20091122 19:01
R.DEZOITO DE SETEMBRO;20091122 19:11
R.SAO MATEUS;20091122 20:55
AV.DR.NILO PECANHA;20091122 20:55
AV.BENTO GONCALVES;20091122 21:00
AV.SERTORIO;20091122 22:00
AV.JOAO PESSOA;20091122 23:05
AV.PADRE CACIQUE;20091122 23:15
R.GEN BENTO MARTINS;20091123 06:47
R.QUATORZE DE JULHO;20091123 07:45
AV.ASSIS BRASIL;20091123 07:50
AV.PROTASIO ALVES;20091123 08:05
R.VOLUNTARIOS DA PATRIA;20091123 08:10
AV.SERTORIO;20091123 08:15
AV.ASSIS BRASIL;20091123 08:35
ESTR.JOAO VEDANA;20091123 08:40
AV.BALTAZAR.DE OLIVEIRA GARCIA;20091123 08:50
AV.GETULIO VARGAS;20091123 09:00
R.GUARARAPES;20091123 09:45
R.JOAO GUIMARAES;20091123 09:47
AV.SATURNINO DE BRITO;20091123 10:15
AV.BENJAMIN CONSTANT;20091123 10:15
AV.ASSIS BRASIL;20091123 10:30
R.DEMETRIO RIBEIRO;20091123 10:40
AV.IPIRANGA;20091123 10:45
R.VINTE QUATRO DE OUTUBRO;20091123 11:10
AV.BENTO GONCALVES;20091123 11:30
AV.CRISTOVAO COLOMBO;20091123 12:10
R.NELSON ZANG;20091123 12:25
R.GOMES DE FREITAS;20091123 12:30
R.GEN PORTINHO;20091123 12:40
AV.BERNARDINO SILVEIRA DE AMORIM;20091123 13:00
AV.DA CAVALHADA;20091123 13:20
AV.JOAO FERREIRA JARDIM;20091123 13:38
AV.TERESOPOLIS;20091123 14:20
AV.DR.NILO PECANHA;20091123 14:35
